NAME	ID	BIN#	LAT	LON	PREDICTIONS
Pickering Passage, North end (Depth 45ft)	PUG1548	6	47.3057° N	122.8509° W	Harmonic
Pickering Passage, North end (Depth 78ft)	PUG1548	1	47.3057° N	122.8509° W	Harmonic
Case Inlet, 1 mile SE of McMicken Island	PCT1916	1	47.2383° N	122.8437° W	Weak and Variable
POSSESSION SOUND-SKAGIT BAY					
Possession Sound Entrance (Depth 59ft)	PUG1605	40	47.8993° N	122.3601° W	Harmonic
Possession Sound Entrance (Depth 190ft)	PUG1605	30	47.8993° N	122.3601° W	Harmonic
Possession Sound Entrance (Depth 322ft)	PUG1605	20	47.8993° N	122.3601° W	Harmonic
West of Mukilteo (Depth 62ft)	PUG1609	36	47.9490° N	122.3285° W	Harmonic
West of Mukilteo (Depth 140ft)	PUG1609	30	47.9490° N	122.3285° W	Harmonic
West of Mukilteo (Depth 272ft)	PUG1609	20	47.9490° N	122.3285° W	Harmonic
Clinton Ferry Terminal (Depth 21ft)	PUG1612	10	47.9690° N	122.3451° W	Harmonic
Clinton Ferry Terminal (Depth 47ft)	PUG1612	6	47.9690° N	122.3451° W	Harmonic
Clinton Ferry Terminal (Depth 80ft)	PUG1612	1	47.9690° N	122.3451° W	Harmonic
Camano Head-Sandy Point, passage (Depth 32ft)	PUG1618	42	48.0478° N	122.3890° W	Harmonic
Camano Head-Sandy Point, passage (Depth 78ft)	PUG1618	35	48.0478° N	122.3890° W	Harmonic
Camano Head-Sandy Point, passage (Depth 209ft)	PUG1618	15	48.0478° N	122.3890° W	Harmonic
Everett (Depth 25ft)	PUG1613	29	47.9762° N	122.2382° W	Weak and Variable
Skagit Bay, 1 mi. south of Goat Island (Depth 12ft)	PUG1627	17	48.3448° N	122.5451° W	Harmonic
Skagit Bay, 1 mi. south of Goat Island (Depth 32ft)	PUG1627	11	48.3448° N	122.5451° W	Harmonic
Skagit Bay, 1 mi. south of Goat Island (Depth 52ft)	PUG1627	5	48.3448° N	122.5451° W	Harmonic
Port Susan	PCT1926	1	48.1000° N	122.3667° W	Weak and Variable
West of Camano Island (Depth 23ft)	PUG1622	27	48.1697° N	122.5532° W	Harmonic
West of Camano Island (Depth 69ft)	PUG1622	20	48.1697° N	122.5532° W	Harmonic
West of Camano Island (Depth 180ft)	PUG1622	3	48.1697° N	122.5532° W	Harmonic
Skagit Bay, 1 mi. north of Rocky Point (Depth 12ft)	PUG1626	20	48.2671° N	122.5296° W	Harmonic
Skagit Bay, 1 mi. north of Rocky Point (Depth 28ft)	PUG1626	15	48.2671° N	122.5296° W	Harmonic
Skagit Bay, 1 mi. north of Rocky Point (Depth 54ft)	PUG1626	7	48.2671° N	122.5296° W	Harmonic
Skagit Bay channel, SW of Hope Island (Depth 10ft)	PUG1628	13	48.3978° N	122.5795° W	Harmonic
Skagit Bay channel, SW of Hope Island (Depth 26ft)	PUG1628	8	48.3978° N	122.5795° W	Harmonic
Skagit Bay channel, SW of Hope Island (Depth 39ft)	PUG1628	4	48.3978° N	122.5795° W	Harmonic
ROSARIO STRAIT					
Yokeko Point, Deception Pass (Depth 7ft)	PUG1629	9	48.4127° N	122.6132° W	Harmonic
Yokeko Point, Deception Pass (Depth 14ft)	PUG1629	7	48.4127° N	122.6132° W	Harmonic
Yokeko Point, Deception Pass (Depth 27ft)	PUG1629	3	48.4127° N	122.6132° W	Harmonic
Deception Pass (Narrows) (Depth 18ft)	PUG1701	33	48.4062° N	122.6431° W	Harmonic
Deception Pass (Narrows) (Depth 47ft)	PUG1701	24	48.4062° N	122.6431° W	Harmonic
Deception Pass (Narrows) (Depth 67ft)	PUG1701	18	48.4062° N	122.6431° W	Harmonic
Iceberg Point, 2.1 miles SSW of	PCT1966	1	48.3833° N	122.9167° W	Subordinate
Colville Island, 1 mile SSE of	PCT1971	1	48.4000° N	122.8167° W	Subordinate
Point Colville, 1.4 nm east of (Depth 29ft)	PUG1728	26	48.4181° N	122.7812° W	Harmonic
Point Colville, 1.4 nm east of (Depth 56ft)	PUG1728	22	48.4181° N	122.7812° W	Harmonic
Point Colville, 1.4 nm east of (Depth 134ft)	PUG1728	10	48.4181° N	122.7812° W	Harmonic
Point Colville, 3.0 nm east of (Lawson Reef, 1 nm (Depth 34ft)	PUG1727	30	48.4125° N	122.7403° W	Harmonic
Point Colville, 3.0 nm east of (Lawson Reef, 1 nm (Depth 47ft)	PUG1727	28	48.4125° N	122.7403° W	Harmonic
Point Colville, 3.0 nm east of (Lawson Reef, 1 nm (Depth 165ft)	PUG1727	10	48.4125° N	122.7403° W	Harmonic
Rosario Strait (Depth 47ft)	PUG1702	16	48.4581° N	122.7501° W	Harmonic
Rosario Strait (Depth 76ft)	PUG1702	13	48.4581° N	122.7501° W	Harmonic
Rosario Strait (Depth 116ft)	PUG1702	9	48.4581° N	122.7501° W	Harmonic
Lopez Pass (Depth 15ft)	PUG1730	17	48.4797° N	122.8189° W	Harmonic
Lopez Pass (Depth 35ft)	PUG1730	11	48.4797° N	122.8189° W	Harmonic
Lopez Pass (Depth 58ft)	PUG1730	4	48.4797° N	122.8189° W	Harmonic
Burrows Bay, 0.5 mile east of Allan I	PCT2006	1	48.4628° N	122.6828° W	Subordinate
Belle Rock Light, east of (Depth 23ft)	PUG1729	21	48.4968° N	122.7308° W	Harmonic
Belle Rock Light, east of (Depth 62ft)	PUG1729	15	48.4968° N	122.7308° W	Harmonic
Belle Rock Light, east of (Depth 115ft)	PUG1729	7	48.4968° N	122.7308° W	Harmonic
Green Point, 0.8 mile northwest of	PCT2026	1	48.5047° N	122.7062° W	Subordinate
Fauntleroy Point Light, east of (Depth 21ft)	PUG1731	18	48.5216° N	122.7707° W	Harmonic
Fauntleroy Point Light, east of (Depth 54ft)	PUG1731	13	48.5216° N	122.7707° W	Harmonic
Fauntleroy Point Light, east of (Depth 93ft)	PUG1731	7	48.5216° N	122.7707° W	Harmonic
Thatcher Pass (Depth 28ft)	PUG1733	22	48.5274° N	122.8040° W	Harmonic
Thatcher Pass (Depth 61ft)	PUG1733	17	48.5274° N	122.8040° W	Harmonic
Thatcher Pass (Depth 146ft)	PUG1733	4	48.5274° N	122.8040° W	Harmonic
Frost-Willow Island, between	PCT2046	1	48.5392° N	122.8308° W	Subordinate
Bellingham Channel South (Depth 19ft)	PUG1739	31	48.5396° N	122.6834° W	Harmonic
Bellingham Channel South (Depth 33ft)	PUG1739	27	48.5396° N	122.6834° W	Harmonic
Bellingham Channel South (Depth 118ft)	PUG1739	1	48.5396° N	122.6834° W	Harmonic
Strawberry Island, west of (Depth 33ft)	PUG1732	25	48.5610° N	122.7543° W	Harmonic
Strawberry Island, west of (Depth 46ft)	PUG1732	23	48.5610° N	122.7543° W	Harmonic
Strawberry Island, west of (Depth 164ft)	PUG1732	5	48.5610° N	122.7543° W	Harmonic
Peavine Pass, west entrance (Depth 9ft)	PUG1704	13	48.5871° N	122.8193° W	Harmonic
Peavine Pass, west entrance (Depth 19ft)	PUG1704	10	48.5871° N	122.8193° W	Harmonic
Peavine Pass, west entrance (Depth 48ft)	PUG1704	1	48.5871° N	122.8193° W	Harmonic
Obstruction Pass, north of Obstruction Island (Depth 8ft)	PUG1705	15	48.6033° N	122.8127° W	Harmonic
Obstruction Pass, north of Obstruction Island (Depth 15ft)	PUG1705	13	48.6033° N	122.8127° W	Harmonic
Obstruction Pass, north of Obstruction Island (Depth 54ft)	PUG1705	1	48.6033° N	122.8127° W	Harmonic
Peapod Rocks Light, 1.2 nm south of (Depth 39ft)	PUG1706	11	48.6224° N	122.7476° W	Harmonic
Peapod Rocks Light, 1.2 nm south of (Depth 78ft)	PUG1706	8	48.6224° N	122.7476° W	Harmonic
Peapod Rocks Light, 1.2 nm south of (Depth 170ft)	PUG1706	1	48.6224° N	122.7476° W	Harmonic
Barnes Island, 0.8 mile southwest of	PCT2071	1	48.6858° N	122.7888° W	Subordinate
Raccoon Point, 0.6 mile NNE of	PCT2076	1	48.7063° N	122.8292° W	Subordinate
Matia Island, 0.8 mile west of	PCT2086	1	48.7488° N	122.8658° W	Subordinate
Guemes Channel, West Entrance (Depth 11ft)	PUG1734	14	48.5212° N	122.6522° W	Harmonic
Guemes Channel, West Entrance (Depth 24ft)	PUG1734	10	48.5212° N	122.6522° W	Harmonic
Guemes Channel, West Entrance (Depth 53ft)	PUG1734	1	48.5212° N	122.6522° W	Harmonic
Guemes Channel, East Entrance (Depth 9ft)	PUG1735	14	48.5277° N	122.6060° W	Harmonic
Guemes Channel, East Entrance (Depth 25ft)	PUG1735	9	48.5277° N	122.6060° W	Harmonic
Guemes Channel, East Entrance (Depth 52ft)	PUG1735	1	48.5277° N	122.6060° W	Harmonic
Saddle Bag Island Passage (Depth 22ft)	PUG1736	34	48.5359° N	122.5639° W	Harmonic
Saddle Bag Island Passage (Depth 48ft)	PUG1736	30	48.5359° N	122.5639° W	Harmonic
Saddle Bag Island Passage (Depth 87ft)	PUG1736	24	48.5359° N	122.5639° W	Harmonic
Huckleberry Island, 0.5 mile north of	PCT2106	1	48.5458° N	122.5663° W	Subordinate
Eliza Island, 0.5 mile southeast of	PCT2116	1	48.6500° N	122.5667° W	Weak and Variable
Bellingham Channel, off Cypress Head Light (Depth 31ft)	PUG1740	19	48.5585° N	122.6618° W	Harmonic
Bellingham Channel, off Cypress Head Light (Depth 50ft)	PUG1740	17	48.5585° N	122.6618° W	Harmonic
Bellingham Channel, off Cypress Head Light (Depth 119ft)	PUG1740	10	48.5585° N	122.6618° W	Harmonic
Bellingham Channel North Entrance (Depth 27ft)	PUG1741	27	48.5928° N	122.6577° W	Harmonic
Bellingham Channel North Entrance (Depth 47ft)	PUG1741	24	48.5928° N	122.6577° W	Harmonic
Bellingham Channel North Entrance (Depth 171ft)	PUG1741	5	48.5928° N	122.6577° W	Harmonic
Towhead Island, 0.4 mile east of	PCT2126	1	48.6122° N	122.7022° W	Subordinate
Sinclair Island, 1.0 nm NE of (Depth 26ft)	PUG1707	28	48.6442° N	122.6587° W	Harmonic
Sinclair Island, 1.0 nm NE of (Depth 99ft)	PUG1707	17	48.6442° N	122.6587° W	Harmonic
Sinclair Island, 1.0 nm NE of (Depth 171ft)	PUG1707	6	48.6442° N	122.6587° W	Harmonic
Lawrence Point, Orcas Island, 1.3 nm NE of (Depth 37ft)	PUG1708	16	48.6794° N	122.7147° W	Harmonic
Lawrence Point, Orcas Island, 1.3 nm NE of (Depth 63ft)	PUG1708	14	48.6794° N	122.7147° W	Harmonic
Lawrence Point, Orcas Island, 1.3 nm NE of (Depth 115ft)	PUG1708	10	48.6794° N	122.7147° W	Harmonic
Hale Passage, east of Lummi Point (Depth 8ft)	PUG1710	14	48.7349° N	122.6802° W	Harmonic
Hale Passage, east of Lummi Point (Depth 27ft)	PUG1710	8	48.7349° N	122.6802° W	Harmonic
Hale Passage, east of Lummi Point (Depth 44ft)	PUG1710	3	48.7349° N	122.6802° W	Harmonic
Clark Island, 1.6 nm north of (Depth 29ft)	PUG1709	33	48.7313° N	122.7734° W	Harmonic
Clark Island, 1.6 nm north of (Depth 48ft)	PUG1709	30	48.7313° N	122.7734° W	Harmonic
Clark Island, 1.6 nm north of (Depth 180ft)	PUG1709	10	48.7313° N	122.7734° W	Harmonic
Matia Island, west of (Depth 47ft)	PUG1711	26	48.7749° N	122.8410° W	Harmonic
Matia Island, west of (Depth 87ft)	PUG1711	23	48.7749° N	122.8410° W	Harmonic
Matia Island, west of (Depth 336ft)	PUG1711	4	48.7749° N	122.8410° W	Harmonic
Parker Reef Light, north of (Depth 31ft)	PUG1712	25	48.7326° N	122.8864° W	Harmonic
Parker Reef Light, north of (Depth 45ft)	PUG1712	23	48.7326° N	122.8864° W	Harmonic
Parker Reef Light, north of (Depth 130ft)	PUG1712	10	48.7326° N	122.8864° W	Harmonic
Patos Island, south of Toe Point (Depth 14ft)	PUG1713	25	48.7721° N	122.9337° W	Harmonic
Patos Island, south of Toe Point (Depth 30ft)	PUG1713	20	48.7721° N	122.9337° W	Harmonic
Patos Island, south of Toe Point (Depth 63ft)	PUG1713	10	48.7721° N	122.9337° W	Harmonic
Patos Island Light, 1.4 nm west of (Depth 46ft)	PUG1714	27	48.7731° N	123.0058° W	Harmonic
Patos Island Light, 1.4 nm west of (Depth 99ft)	PUG1714	23	48.7731° N	123.0058° W	Harmonic
Patos Island Light, 1.4 nm west of (Depth 191ft)	PUG1714	16	48.7731° N	123.0058° W	Harmonic
Alden Point, Patos Island, 2 miles S of	PCT2286	1	48.7578° N	122.9803° W	Subordinate
Puffin Island Light, 4.8 miles north of	PCT2166	1	48.8222° N	122.8083° W	Subordinate
Cherry Point, 1.8 nm southeast of (Depth 8ft)	PUG1725	30	48.8338° N	122.7279° W	Harmonic
Cherry Point, 1.8 nm southeast of (Depth 24ft)	PUG1725	20	48.8338° N	122.7279° W	Harmonic
Cherry Point, 1.8 nm southeast of (Depth 41ft)	PUG1725	10	48.8338° N	122.7279° W	Harmonic
Cherry Point (Depth 47ft)	cp0101	20	48.8627° N	122.7610° W	Harmonic
SAN JUAN CHANNEL					
Cattle Point, 2.8 miles SSW of	PCT1416	1	48.4000° N	123.0000° W	Subordinate
Cattle Point, 4.6 nm SW of (Depth 55ft)	PUG1743	22	48.3840° N	123.0157° W	Harmonic
Cattle Point, 4.6 nm SW of (Depth 105ft)	PUG1743	19	48.3840° N	123.0157° W	Harmonic
Cattle Point, 4.6 nm SW of (Depth 187ft)	PUG1743	14	48.3840° N	123.0157° W	Harmonic
Cattle Point, 1.2 nm SE of (Depth 39ft)	PUG1742	21	48.4344° N	122.9466° W	Harmonic
Cattle Point, 1.2 nm SE of (Depth 78ft)	PUG1742	18	48.4344° N	122.9466° W	Harmonic
Cattle Point, 1.2 nm SE of (Depth 117ft)	PUG1742	15	48.4344° N	122.9466° W	Harmonic
San Juan Channel, south entrance (Depth 75ft)	PUG1703	17	48.4610° N	122.9520° W	Harmonic
San Juan Channel, south entrance (Depth 92ft)	PUG1703	16	48.4610° N	122.9520° W	Harmonic
San Juan Channel, south entrance (Depth 114ft)	PUG1703	13	48.4610° N	122.9520° W	Harmonic
Kings Point, Lopez Island, 1 mile NNW of (Depth 15ft)	PCT2191	1	48.4833° N	122.9558° W	Subordinate
Pear Point, east of (Depth 32ft)	PUG1746	10	48.5114° N	122.9529° W	Harmonic
Pear Point, east of (Depth 59ft)	PUG1746	8	48.5114° N	122.9529° W	Harmonic
Pear Point, east of (Depth 112ft)	PUG1746	4	48.5114° N	122.9529° W	Harmonic
Point George, west of (Depth 53ft)	PUG1745	24	48.5567° N	122.9985° W	Harmonic
Point George, west of (Depth 119ft)	PUG1745	20	48.5567° N	122.9985° W	Harmonic
Point George, west of (Depth 283ft)	PUG1745	10	48.5567° N	122.9985° W	Harmonic
Upright Channel narrows (Depth 24ft)	PUG1723	18	48.5538° N	122.9226° W	Harmonic
Upright Channel narrows (Depth 57ft)	PUG1723	13	48.5538° N	122.9226° W	Harmonic
Upright Channel narrows (Depth 97ft)	PUG1723	7	48.5538° N	122.9226° W	Harmonic
Wasp Passage narrows (Depth 11ft)	PUG1721	17	48.5925° N	122.9896° W	Harmonic
Wasp Passage narrows (Depth 31ft)	PUG1721	11	48.5925° N	122.9896° W	Harmonic
Wasp Passage narrows (Depth 60ft)	PUG1721	2	48.5925° N	122.9896° W	Harmonic
Spring Passage, south entrance (Depth 13ft)	PUG1720	26	48.6115° N	123.0341° W	Harmonic
Spring Passage, south entrance (Depth 26ft)	PUG1720	22	48.6115° N	123.0341° W	Harmonic
Spring Passage, south entrance (Depth 62ft)	PUG1720	11	48.6115° N	123.0341° W	Harmonic
Spieden Channel, north of Limestone Point (Depth 47ft)	PUG1719	19	48.6278° N	123.1116° W	Harmonic
Spieden Channel, north of Limestone Point (Depth 60ft)	PUG1719	18	48.6278° N	123.1116° W	Harmonic
Spieden Channel, north of Limestone Point (Depth 205ft)	PUG1719	7	48.6278° N	123.1116° W	Harmonic
President Channel, East of Point Disney (Depth 69ft)	PUG1715	38	48.6733° N	123.0060° W	Harmonic
President Channel, East of Point Disney (Depth 108ft)	PUG1715	35	48.6733° N	123.0060° W	Harmonic
Harney Channel, north of Point Hudson (Depth 13ft)	PUG1722	27	48.5897° N	122.9217° W	Harmonic
Harney Channel, north of Point Hudson (Depth 36ft)	PUG1722	20	48.5897° N	122.9217° W	Harmonic
Harney Channel, north of Point Hudson (Depth 82ft)	PUG1722	6	48.5897° N	122.9217° W	Harmonic
East Sound entrance	PCT2236	1	48.5870° N	122.8570° W	Weak and Variable
East Sound, 0.2 mile SW of Rosario Point	PCT2241	1	48.6442° N	122.8813° W	Weak and Variable
HARO STRAIT AND BOUNDARY PASS					
Discovery Island, 3.0 nm NE of (Depth 41ft)	PUG1744	22	48.4521° N	123.1554° W	Harmonic
Discovery Island, 3.0 nm NE of (Depth 68ft)	PUG1744	20	48.4521° N	123.1554° W	Harmonic
Discovery Island, 3.0 nm NE of (Depth 160ft)	PUG1744	13	48.4521° N	123.1554° W	Harmonic
South Haro Strait, south of Lime Kiln Light (Depth 107ft)	PUG1724	31	48.4980° N	123.1599° W	Harmonic
South Haro Strait, south of Lime Kiln Light (Depth 159ft)	PUG1724	29	48.4980° N	123.1599° W	Harmonic
South Haro Strait, south of Lime Kiln Light (Depth 212ft)	PUG1724	27	48.4980° N	123.1599° W	Harmonic
Haro Strait, 1.2 nm west of Kellett Bluff (Depth 66ft)	PUG1718	36	48.5887° N	123.2258° W	Harmonic
Haro Strait, 1.2 nm west of Kellett Bluff (Depth 106ft)	PUG1718	34	48.5887° N	123.2258° W	Harmonic
Haro Strait, 1.2 nm west of Kellett Bluff (Depth 204ft)	PUG1718	29	48.5887° N	123.2258° W	Harmonic
Turn Point, Boundary Pass (Depth 116ft)	PUG1717	35	48.6912° N	123.2450° W	Harmonic
Turn Point, Boundary Pass (Depth 168ft)	PUG1717	31	48.6912° N	123.2450° W	Harmonic
Turn Point, Boundary Pass (Depth 208ft)	PUG1717	28	48.6912° N	123.2450° W	Harmonic
Johns Island, 0.8 mile north of	PCT2266	1	48.6833° N	123.1500° W	Subordinate
Waldron Island, 1.7 nm west of (Depth 27ft)	PUG1716	23	48.7042° N	123.1048° W	Subordinate
Waldron Island, 1.7 nm west of (Depth 93ft)	PUG1716	13	48.7042° N	123.1048° W	Subordinate
Waldron Island, 1.7 nm west of (Depth 159ft)	PUG1716	3	48.7042° N	123.1048° W	Subordinate
Skipjack Island, 1.5 miles northwest of (Depth 15ft)	PCT2276	1	48.7495° N	123.0608° W	Subordinate
Point Hammond, 1.1 miles northwest of (Depth 15ft)	PCT2281	1	48.7320° N	123.0253° W	Subordinate
GEORGIA STRAIT					
Drayton Harbor Entrance	PCT2301	1	48.9908° N	122.7678° W	Subordinate
Strait of Georgia, 4.5 nm SW of Point Roberts (Depth 31ft)	PUG1726	35	48.9389° N	123.1651° W	Harmonic
Strait of Georgia, 4.5 nm SW of Point Roberts (Depth 70ft)	PUG1726	29	48.9389° N	123.1651° W	Harmonic
Strait of Georgia, 4.5 nm SW of Point Roberts (Depth 189ft)	PUG1726	11	48.9389° N	123.1651° W	Harmonic
